date,total_orders,new_orders,new_customers,total_revenue,gross_profit,COGS,total_mkt_impression,total_mkt_clicks,total_mkt_spend,total_mkt_attributed_revenue,ROAS,CPM,CPC,CTR,Gross_Profit_Margin,AOV,CAC,%_Attributed_Revenue
2025-05-26,3820,1330,1271,270095.08,159451.57,110643.51,4961328,127562,41851.42,115612.25,276.2445097442333,8.435527745797092,0.3280868910804158,2.571126117845867,59.03534784861686,70.70551832460734,32.92794649881983,42.80427840447889
2025-05-27,2138,1122,1142,208047.23,113217.2,94830.03,4825667,120965,37522.38,104488.72,278.4703955346116,7.775584183492147,0.3101920390195511,2.5067001100573245,54.418989380440195,97.30927502338635,32.85672504378284,50.22355741049761
2025-05-28,2895,1326,1271,285303.34,142558.79,142744.55,5509301,128889,46185.43,126413.23,273.7080287008262,8.383174199412958,0.35833492384920357,2.339480090123956,49.967445176071195,98.55037651122626,36.33786782061369,44.30835965677794
2025-05-29,3396,1580,1463,280842.28,166797.62,114044.66,5533635,137919,44560.4,129619.02,290.8838789597939,8.05264532264958,0.3230910896975761,2.492376168648637,59.391919193933326,82.69796230859836,30.458236500341766,46.153670309185635
2025-05-30,3695,1364,1272,262078.97,152352.5,109726.47,5296175,128734,46977.39,129427.02,275.50917579712285,8.870059996129282,0.3649182811067783,2.4306976261169617,58.13228737887668,70.92800270635995,36.93191037735849,49.384740790151916
2025-05-31,2839,1143,1124,311053.4,191986.06,119067.34,5520102,143852,44786.52,125403.53,280.00284460592167,8.113350079400707,0.31133748574924225,2.605966339027793,61.72125429267129,109.56442409299049,39.84565836298932,40.31575607275149
2025-06-01,2571,1279,1226,255879.74,135261.16,120618.58,5737046,161051,45391.46,133620.71,294.3741179508215,7.911991641691559,0.2818452539878672,2.8072112372813462,52.86122301046577,99.52537534033449,37.02402936378466,52.220121061558054
2025-06-02,3118,1242,1205,307232.77,148210.99,159021.78,5906207,152984,46107.8,129337.68000000001,280.51149697014387,7.806668476062557,0.30138968781049,2.5902241489334865,48.24061899386579,98.53520525978192,38.263734439834025,42.09761868826688
2025-06-03,3281,1413,1428,347768.64,210208.71,137559.93,5892508,147992,51232.64,144685.59,282.40900722664304,8.694538895831792,0.3461851991999568,2.51152819817979,60.4449872190891,105.99470893020421,35.87719887955182,41.60397843807883
2025-06-04,3178,1486,1395,326038.67,187910.1,138128.57,6063830,153442,46824.97,133194.72,284.45233387229075,7.722012325543427,0.3051639707511633,2.530446928756248,57.63429841006283,102.59240717432347,33.56628673835125,40.85243017339017
2025-06-05,3256,1347,1363,264534.4,140613.06,123921.34,5521931,136914,47383.54,133231.43,281.1766068976695,8.580972851707129,0.34608250434579374,2.479458725579874,53.15492427449888,81.24520884520885,34.76415260454879,50.36450079838387
2025-06-06,2941,1080,1016,294622.51,150806.04,143816.47,5959322,144218,51800.26,142756.3,275.58992947139643,8.692307614859544,0.3591802687597942,2.420040400569058,51.18619076322444,100.1776640598436,50.98450787401575,48.45396911457987
2025-06-07,3588,1642,1592,312361.94,183159.55,129202.39,5855818,140995,44771.76,126252.86,281.99217542486605,7.645688441819742,0.3175414731018831,2.4077763345787044,58.636961340424506,87.05739687848383,28.122964824120604,40.41877189007086
2025-06-08,2351,1166,1108,238539.55,123202.23,115337.32,6483046,167451,46518.229999999996,131145.87,281.9236028541929,7.175366332430774,0.27780204358289884,2.5829062449965647,51.64855471555975,101.46301573798384,41.983962093862814,54.97866915570185
2025-06-09,4688,1446,1416,332386.4,164252.25,168134.15,6174413,156159,52683.01,153335.69,291.0533965314434,8.532472641528837,0.33736774697583877,2.5291311093054514,49.41605613226052,70.90153583617747,37.20551553672316,46.13175809840595
2025-06-10,2844,1560,1491,279947.9,138358.0,141589.9,5054334,118254,40869.31,115935.61,283.67400868769255,8.085993129856476,0.3456061528574086,2.3396554323477634,49.42276759354151,98.43456399437413,27.410670690811536,41.413280828325554
2025-06-11,2503,1115,1066,266579.13,134311.89,132267.24,6600955,179991,51503.31,145203.24,281.92991867901304,7.802402834135363,0.2861438071903595,2.726741812358969,50.38349776293442,106.50384738314024,48.314549718574106,54.4690951613504
2025-06-12,3226,1409,1434,245632.45,122339.86,123292.59,5454298,136742,44810.19,127995.17,285.6385344494187,8.215574213216806,0.3276988050489243,2.5070504031866245,49.806065933063806,76.14149101053937,31.248389121338914,52.10841238606707
2025-06-13,3794,1442,1439,280759.18,173768.89,106990.29,5958240,150001,50481.6,140559.42,278.43693543786253,8.472569080802385,0.33654175638829076,2.5175387362711135,61.89250517115772,74.00083816552451,35.081028492008336,50.06405133395817
2025-06-14,2849,1407,1366,254952.68,125791.92,129160.76,5658213,140766,46089.96,129725.87,281.46231847456585,8.145674261467358,0.3274225310089084,2.4878172666882636,49.33932053587356,89.48848016848017,33.74081991215227,50.8823323606561
2025-06-15,3837,1909,1940,273449.33,154000.52,119448.81,5304439,129492,44597.090000000004,123330.65,276.54416465289546,8.40750360217169,0.3444003490563124,2.441200662313206,56.31775364013508,71.26643992702633,22.988190721649488,45.10182928588634
2025-06-16,3112,1406,1413,246546.12,146123.4,100422.72,5136382,125362,41906.340000000004,113528.2,270.90936598137654,8.158727290921899,0.3342826374818526,2.440667380268835,59.26818073632633,79.22433161953727,29.657707006369428,46.0474494589491
2025-06-17,2754,828,796,268478.64,155613.89,112864.75,5115587,125150,42395.16,120350.14,283.8770746472003,8.287447755262495,0.33875477427087497,2.446444562471521,57.9613670569845,97.48679738562092,53.260251256281414,44.82670949167502
2025-06-18,2350,948,933,205892.84,111708.52,94184.32,5030125,129390,39650.9,110958.48,279.8384904251858,7.882686811957954,0.30644485663497956,2.572301881165975,54.25566037167684,87.6139744680851,42.498285101822084,53.89137378453762
2025-06-19,3329,1745,1642,252292.39,135610.52,116681.87,4818069,132402,38218.23,107499.77,281.27877716995266,7.932271206576743,0.28865296596728146,2.7480303831265185,53.75133193672627,75.78623911084411,23.275414129110843,42.60920038055845
2025-06-20,2352,1050,1029,238838.78,140053.87,98784.91,4662334,116103,38111.87,104290.82,273.64393297941035,8.174418649543341,0.32825913197764056,2.490233432439632,58.63950150808842,101.54710034013605,37.037774538386785,43.665781578686676
2025-06-21,2642,1314,1325,193739.26,101995.71,91743.55,4428131,110337,38409.59,102301.97,266.3448633531366,8.673995868685909,0.3481116035418762,2.491728451574716,52.64586537596975,73.33052990158971,28.98836981132075,52.803943816033986
2025-06-22,2629,1324,1237,204623.63,110598.24,94025.39,5149710,136497,39586.29,108390.48,273.8081290264887,7.687091117752262,0.2900158245236159,2.650576440226731,54.04959339251288,77.83325599087105,32.00185125303153,52.970656419300155
2025-06-23,2678,1088,1013,224725.49,124066.35,100659.14,4948755,112332,41134.66,111997.54000000001,272.2704891689879,8.312122948095025,0.3661882633621764,2.269904248644356,55.207956160202386,83.91541822255414,40.606771964462,49.83748839528619
2025-06-24,2789,1036,1008,223036.6,118532.52,104504.08,4765472,114052,37588.0,103868.41,276.3339629669043,7.88757126261575,0.32956896854066564,2.39329913175442,53.144873980324306,79.97009680889208,37.28968253968254,46.57011898495583
2025-06-25,2076,1068,1022,226634.34,120591.38,106042.96,4803422,127935,38266.69,111703.35,291.90753106683644,7.966547598774374,0.29911040762887403,2.6634137079773543,53.209668049422696,109.16875722543352,37.442945205479454,49.287919032923256
2025-06-26,3659,1354,1292,258581.26,130668.26,127913.0,4818536,124204,39016.98,109786.13,281.38038874356755,8.097268547957306,0.31413625970178094,2.577629387847263,50.532764826035724,70.66992620934681,30.198900928792572,42.457110000933554
2025-06-27,2453,751,711,184223.58,108267.23,75956.35,4368446,105238,36252.9,97141.06,267.9539016189049,8.298809233306308,0.34448488188677096,2.4090488929015033,58.76947456997633,75.10133713819812,50.98860759493671,52.72998168855475
2025-06-28,3930,1849,1846,307475.24,149606.21,157869.03,5683224,137236,45059.86,132992.65,295.1466116406043,7.92857364059555,0.3283384826138914,2.4147561313789496,48.656343840889434,78.23797455470738,24.409458288190685,43.25312503211641
2025-06-29,2434,939,935,262293.26,154577.22,107716.04,5349406,129709,42239.76,120976.01000000001,286.40316611647415,7.896158938020408,0.325650186186001,2.424736503454776,58.93297448817404,107.7622267871816,45.17621390374332,46.12242419038903
2025-06-30,3922,1709,1645,294637.56,153617.64,141019.92,5234075,121407,46959.11,133679.98,284.67315500655786,8.971806861766405,0.3867907945999819,2.319550254820575,52.13783334344746,75.1243141254462,28.54657142857143,45.37099071822344
2025-07-01,2691,1280,1253,260678.58,151234.85,109443.73,5137096,128815,42098.21,120365.99,285.91712094172175,8.194943213052666,0.3268113961883321,2.5075451188765014,58.01583313826553,96.87052396878484,33.59793296089386,46.17410068752101
2025-07-02,2185,1010,936,221373.06,110298.83,111074.23,5798032,139617,41694.88,117814.48,282.56342265525166,7.191212466574865,0.29863755846351087,2.4080067167618253,49.8248657718333,101.31490160183067,44.545811965811964,53.21988140743051
2025-07-03,2425,1294,1301,245773.9,143543.71,102230.19,5454764,132034,44573.31,122284.68,274.34507331853973,8.17144609739303,0.33758963600284775,2.4205263509108734,58.40478179334746,101.3500618556701,34.26080707148347,49.7549495695027
2025-07-04,2863,1528,1508,309074.55,157364.9,151709.65,5343446,126320,46890.12,129519.35,276.21884951456724,8.77525851295213,0.371201076630779,2.3640175272661126,50.91486827368996,107.95478519035976,31.09424403183024,41.90553702982015
2025-07-05,2401,1308,1281,255166.55,156650.22,98516.33,5843405,147184,46364.77,129534.85,279.3820609915675,7.93454672404189,0.31501229753234045,2.518805388296721,61.39136183798386,106.27511453561016,36.19419984387197,50.7648239943676
2025-07-06,2325,1037,992,250387.78,131988.5,118399.28,5923070,130079,48769.05,133244.91,273.216127851578,8.233745338143903,0.3749187032495637,2.19614152795763,52.71363482674754,107.6936688172043,49.16234879032258,53.21542049695876
2025-07-07,3157,1067,1055,281358.54,144783.74,136574.8,6844957,179869,52654.84,148679.95,282.3671100320503,7.6925012092844405,0.29273993851080504,2.627759385486278,51.45880412942149,89.12212226797593,49.909800947867296,52.84358882442311
2025-07-08,4059,1859,1828,309158.9,162124.63,147034.27,5750439,136061,48011.62,135124.98,281.44224252378905,8.349209512525913,0.3528683458154798,2.366097614460392,52.440550797664244,76.16627248090663,26.264562363238515,43.70729097561157
2025-07-09,3405,1603,1558,309767.38,166259.78,143507.6,6578953,169286,55520.98,157092.21,282.94206982657727,8.439181736060435,0.327971480216911,2.573144997387882,53.67246221987608,90.97426725403818,35.63605905006418,50.71296080303872
2025-07-10,3201,1142,1059,308905.09,154759.0,154146.09,5721272,133139,46183.35,133274.4,288.5767273270562,8.07221715730348,0.3468807036255342,2.327087402941164,50.09920684699627,96.50268353639488,43.61033994334277,43.14412559534062
2025-07-11,2721,1117,1096,287198.02,172144.23,115053.79,5468322,134973,46163.16,128493.53,278.3464780140701,8.44192423196732,0.3420177368807095,2.4682708882176287,59.939211976461394,105.5487026828372,42.119671532846716,44.74039549437005
2025-07-12,2422,807,796,244765.7,125622.42,119143.28,5523738,130769,45368.22,119856.46,264.1859433762224,8.213318589694154,0.3469340592953988,2.3674004813407152,51.32353920504384,101.05933113129646,56.995251256281406,48.96783331978296
2025-07-13,2375,963,934,253761.23,131128.09,122633.14,5439869,130017,44672.29,124739.91,279.2333010015829,8.212015767291456,0.34358806925248236,2.390075937490406,51.673807697101715,106.84683368421054,47.82900428265525,49.15640974785628
2025-07-14,2387,852,868,258456.91,137153.92,121302.99,5268192,138769,46806.56,134586.38,287.53743065074644,8.884748315930779,0.3372983879684944,2.6340915441198804,53.06645506208366,108.2768789275241,53.92460829493087,52.07304381995436
2025-07-15,2597,1428,1354,222248.63,110293.62,111955.01,4787500,123673,42026.63,114042.28,271.357184718356,8.778408355091383,0.33982057522660564,2.5832480417754566,49.62623166675988,85.57898729303042,31.038870014771046,51.312928228174
2025-07-16,3996,1865,1772,318631.49,168834.07,149797.42,5163357,128745,45814.35,131800.2,287.6832258888318,8.87297740597832,0.3558534312012117,2.493435956491097,52.987251824984405,79.73761011011011,25.854599322799096,41.36446149751238
2025-07-17,2645,892,871,210274.48,122505.97,87768.51,5421327,136675,37734.46,109804.5,290.99263643894733,6.960373355084465,0.2760889701847448,2.521061725293457,58.26002756016803,79.49885822306238,43.32314580941446,52.21960363425937
2025-07-18,2451,1336,1345,234358.56,122684.32,111674.24,4653041,110819,39277.59,110422.02,281.1323709015752,8.441273137288066,0.3544301067506474,2.381646755315502,52.34898183364841,95.61752753977969,29.20266914498141,47.11670015381559
2025-07-19,2282,772,786,208348.08,116790.05,91558.03,4712936,107999,34412.770000000004,96351.8,279.9885042674565,7.301769003440744,0.31863970962694105,2.291543954766201,56.05525618474623,91.30064855390007,43.782150127226465,46.245590552118365
2025-07-20,3558,1611,1643,269928.31,160649.81,109278.5,4725707,122395,36604.55,108269.91,295.78265543491176,7.745835702467377,0.2990689979165816,2.5899828321984413,59.51573215866094,75.86517987633502,22.27909312233719,40.110616778210485
2025-07-21,2838,1160,1106,267155.65,148102.94,119052.71,5217763,131704,43222.36,119393.42,276.2306824523233,8.283695522391492,0.32817803559497055,2.5241468422387143,55.4369484605697,94.13518322762509,39.07989150090416,44.69058393487092
2025-07-22,3003,1322,1276,214550.99,116024.2,98526.79,4599785,108525,37818.79,105793.9,279.73898688985025,8.221860369560751,0.3484799815710666,2.359349404374335,54.07768102118755,71.44555111555111,29.63855015673981,49.309443876255244
2025-07-23,3858,1748,1741,284255.03,150056.99,134198.04,5473688,128139,48960.28,136065.63,277.9102366244638,8.944660346004376,0.3820872646110864,2.34099934084661,52.78956365345583,73.67937532400208,28.12192992533027,47.86744846696292
2025-07-24,2103,696,709,214993.51,113319.63,101673.88,4479982,114802,33869.28,93980.56,277.4802416821379,7.560137518409672,0.29502343164753225,2.562554938836808,52.70839570924723,102.23181645268664,47.77049365303244,43.71320790101989
2025-07-25,2797,1123,1076,291251.97,174849.58,116402.39,4743457,106884,41372.9,117629.63,284.3156510662777,8.722098671917971,0.3870822574005464,2.253293325943505,60.033784492513476,104.13012870933142,38.45065055762082,40.387582614462666
2025-07-26,2812,946,945,280697.62,148965.29,131732.33,5260661,132694,42468.380000000005,120721.81,284.2628091770865,8.072822027498066,0.32004747765535746,2.5223826435499266,53.069666212346235,99.82134423897581,44.940084656084665,43.007778263314094
2025-07-27,2377,815,799,224499.08,117565.4,106933.68,5337058,137293,43980.13,122829.69,279.2845087088192,8.240519402262445,0.3203377448231155,2.5724472171747057,52.36787607325607,94.446394615061,55.04396745932415,54.712781005605905
2025-07-28,2561,1095,1045,204053.06,108272.37,95780.69,4950496,125065,37630.299999999996,111763.04000000001,297.0027876471886,7.601319140546724,0.30088593931155794,2.526312514947997,53.060890142985365,79.67710269426006,36.00985645933014,54.7715579467419
2025-07-29,3260,1035,993,254314.45,147428.24,106886.21,5572661,143663,44248.48,123557.70999999999,279.23605511420953,7.9402784414842404,0.3080019211627211,2.57799640064235,57.97084672145054,78.01056748466257,44.56040281973817,48.58462033911167
2025-07-30,4266,1440,1451,343570.79,201524.77,142046.02,6289462,155362,50580.5,140742.41,278.2542877195757,8.042102806249565,0.32556545358581895,2.470195383961299,58.65596723167299,80.5369878105954,34.85906271536871,40.964602957079094
2025-07-31,3160,1347,1291,238995.46,141694.68,97300.78,5313220,131007,43382.520000000004,123164.0,283.9023643624206,8.16501481211017,0.33114657995374297,2.465679945494446,59.28760320384329,75.6314746835443,33.60381099922541,51.53403332431503
2025-08-01,2938,1401,1301,239297.93,120148.75,119149.18,5827967,153547,44198.22,126729.39,286.7296239531818,7.583814390163843,0.28784815072909276,2.634658020541297,50.208854710945474,81.44926140231449,33.97249807840123,52.95883253148074
2025-08-02,3018,1570,1543,258875.51,148809.85,110065.66,5496180,124568,47389.65,132509.73,279.6174481136704,8.622288571335,0.3804319728983367,2.266446877649568,57.48317019249909,85.77717362491717,30.712670123136746,51.18666110981298
2025-08-03,3702,1620,1554,340964.16,199409.58,141554.58,6169052,154673,49213.37,138192.69,280.80314353599437,7.977460718437777,0.318176863447402,2.5072409828933195,58.484029523806846,92.1026904376013,31.668835263835266,40.52997534990188
2025-08-04,2677,950,898,247384.79,144893.62,102491.17,5464914,131328,47178.85,131148.47,277.9814895869654,8.63304527756521,0.3592444109405458,2.403111924542637,58.5701408724441,92.41120283899889,52.537694877505565,53.01395853803299
2025-08-05,2524,1232,1145,255349.35,151364.66,103984.69,6066173,142751,47286.14,131833.02,278.79843861224447,7.7950529930485,0.33124909807987335,2.3532299523933786,59.277480048412116,101.16852218700475,41.29793886462882,51.62849249469404
2025-08-06,3054,1333,1240,286964.59,156208.01,130756.58,5506914,146594,43043.71,121984.06,283.3957853540041,7.816303287104174,0.2936253189080044,2.6619990797023525,54.43459417763007,93.96351997380485,34.71266935483871,42.50840147211194
2025-08-07,3816,1271,1250,290615.11,166892.32,123722.79,6080287,159528,46013.44,130876.01,284.4299622023478,7.567642777388634,0.2884348829045685,2.623691940857397,57.427268664729795,76.15699947589098,36.810752,45.03413810796004
2025-08-08,3322,1342,1305,300068.84,182338.19,117730.65,6199975,166488,47181.28,134543.54,285.16297141578184,7.609914556107081,0.2833914756619096,2.6853011504078648,60.76545302071351,90.32776640577966,36.15423754789272,44.83755794170431
2025-08-09,3296,1789,1796,299669.71,178918.65,120751.06,6485327,169230,48407.82,137553.7,284.1559483571043,7.464206508014168,0.28604750930686046,2.609428946296771,59.70528352698709,90.91920813106796,26.953129175946547,45.90176965166082
2025-08-10,3153,1588,1507,306997.73,169616.47,137381.26,6304919,155867,47270.89,134421.38,284.36397114587857,7.497461902365439,0.3032770888000667,2.4721491267373934,55.25007302171257,97.3668664763717,31.367544790975447,43.78578955616382
2025-08-11,2309,1072,1019,252722.59,153870.3,98852.29,5828279,142515,48350.47,135116.61,279.4525265214588,8.295839989815175,0.3392658316668421,2.445232975291677,60.88505978037024,109.45110004330878,47.4489401373896,53.46439746442927
2025-08-12,2954,1318,1313,285009.86,143614.18,141395.68,5348946,139808,41314.55,114233.93000000001,276.4980618208355,7.723867468469489,0.29550919832913713,2.613748577757188,50.389197061463065,96.48268788083953,31.46576542269612,40.08069405037426
2025-08-13,2900,1238,1232,244095.73,145083.84,99011.89,5524574,139114,42955.48,117976.48,274.64826373724605,7.775347022231942,0.3087789870178415,2.518094607837636,59.43727077896855,84.17094137931035,34.86646103896104,48.33205398554084
2025-08-14,2557,1363,1288,246950.21,121768.63,125181.58,5016405,124727,36275.32,99789.48,275.08917908925406,7.231337980087333,0.2908377496452252,2.4863821800671997,49.30898013814202,96.57810324599139,28.164068322981365,40.40874474251307
2025-08-15,2017,894,859,204220.75,99324.09,104896.66,4986096,113511,35695.15,95045.56999999999,266.27026360724074,7.15893757360468,0.31446423694619907,2.2765506319974587,48.63565039301834,101.24975210708973,41.55430733410943,46.54060373394965
2025-08-16,3486,1371,1304,287374.16,174824.52,112549.64,5855324,144783,48459.13,138277.3,285.348292468313,8.276080025631373,0.33470179510025344,2.4726727333961365,60.83515650815647,82.4366494549627,37.16190950920245,48.11751341874301
2025-08-17,3046,1172,1097,260207.76,157620.15,102587.61,5729713,145929,49239.29,142903.85,290.2232140227855,8.593674761720177,0.3374194985232545,2.5468814930171892,60.574730745923944,85.42605384110308,44.885405651777575,54.9191346176609
2025-08-18,2303,1243,1156,206556.83,121671.75,84885.08,4813997,118048,36802.81,102102.05,277.43003863020243,7.644959064162275,0.3117614021415017,2.452182666503531,58.90473338499628,89.69033000434216,31.836340830449824,49.430488452015844
2025-08-19,2358,745,750,241960.59,144644.5,97316.09,4681484,111335,37654.91,111038.18000000001,294.8836685574338,8.043370435528564,0.33821269142677507,2.378198878817059,59.78018982347497,102.61263358778626,50.20654666666667,45.89101886385713
2025-08-20,3105,1069,1015,238645.09,127445.31,111199.78,4760061,108983,39890.51,112824.62,282.8357421351595,8.380251849713693,0.36602506812989183,2.289529482920492,53.403700868096635,76.85832206119163,39.30099507389163,47.27715956779165
2025-08-21,2530,1303,1329,205032.67,102612.53,102420.14,4756179,115799,37202.99,104641.65,281.2721504373707,7.822033190929105,0.32127211806664996,2.4347065154612557,50.04691691328996,81.04058102766798,27.993220466516178,51.036573829916954
2025-08-22,2168,668,645,215178.34,113944.49,101233.85,4860178,122200,36421.65,107620.64,295.48535005964857,7.493892199009996,0.2980495090016367,2.5143112042398448,52.95351288610183,99.25200184501846,56.46767441860465,50.01462507797021
2025-08-23,3550,1568,1548,320310.11,188007.73,132302.38,5296938,130901,47025.4,134260.34,285.5060031387293,8.877846031046616,0.35924400883110136,2.4712579229736122,58.695534149702624,90.2282,30.378165374677003,41.91573597224265
2025-08-24,2523,1256,1178,258953.2,128419.08,130534.12,5459710,141626,45731.2,126270.98,276.1156059757889,8.376122541307138,0.32290116221597726,2.5940205615316567,49.5916173269919,102.63701942132383,38.821052631578944,48.76208519531714
2025-08-25,3242,1491,1514,268195.98,149466.13,118729.85,4900527,130086,40112.1,113912.12,283.9844336247666,8.185262523806113,0.3083506295835063,2.6545308290312453,55.73019028845996,82.72547193090683,26.494121532364595,42.47346287591633
2025-08-26,3386,1325,1290,295071.75,179926.24,115145.51,5428621,140760,44026.42,122480.91,278.198658896181,8.110055942383894,0.3127764990053992,2.5929236909336644,60.97711488815855,87.14463969285292,34.12900775193798,41.50885674416477
2025-08-27,2601,1214,1136,216104.95,113084.41,103020.54,4913508,119075,39037.91,110999.41,284.33748118175384,7.945018101120422,0.32784304010077686,2.423421311209832,52.328468181779265,83.08533256439831,34.3643573943662,51.36365918503949
2025-08-28,3236,1724,1652,247519.4,145793.47,101725.93,5589772,139499,47938.44,134529.25,280.6291777538026,8.576099347164787,0.34364719460354554,2.4956116278087905,58.90183557329244,76.48930778739184,29.018426150121066,54.35099228585719
2025-08-29,3154,1088,1040,226107.82,117891.11,108216.71,4956224,125561,35822.76,102703.07,286.6978144620906,7.227833124572256,0.28530164621180143,2.5334004274221664,52.139333349903595,71.68922637920102,34.44496153846154,45.42216629216982
2025-08-30,3000,1426,1353,305078.01,175947.47,129130.54,5456139,133464,44135.82,125297.20999999999,283.89006933597244,8.089203739127614,0.33069456932206437,2.446125364474769,57.672944044705154,101.69267,32.62070953436807,41.07054782480061
2025-08-31,2395,1079,1038,238354.78,114496.24,123858.54,5711312,134745,45334.08,128047.81,282.45375223231616,7.937594724294523,0.3364435043971947,2.3592652616421588,48.03605784620724,99.52182881002088,43.67445086705202,53.72151966073431
2025-09-01,3757,1322,1316,296533.91,172492.17,124041.74,5970517,148406,44880.4,122842.42,273.7106175524282,7.517003971347875,0.30241634435265424,2.485647390334874,58.16945859581456,78.9283763641203,34.103647416413374,41.426095248263515
2025-09-02,2619,1273,1283,287607.96,152559.86,135048.1,5912055,151501,49675.81,137741.77,277.28137699214165,8.402460734888292,0.32789097101669296,2.5625776485502927,53.04438027375875,109.81594501718214,38.71848012470772,47.89219672501414
2025-09-03,3681,1452,1383,303803.33,162377.28,141426.05,6171596,160887,51907.81,144095.16,277.59822654818225,8.410759550689967,0.3226352035900974,2.6068945536940524,53.448156740085764,82.53282531920674,37.532762111352135,47.43040835003355
2025-09-04,2756,1383,1361,282378.04,158394.37,123983.67,5484600,131181,46952.44,130968.71,278.93909240925495,8.560777449586114,0.35792104039456935,2.3918061481238375,56.093019839644754,102.45937590711175,34.49848640705364,46.38062860695542
2025-09-05,2640,908,863,221288.67,122521.82,98766.85,5260372,127363,42935.99,118299.85,275.5260796362213,8.162158493733903,0.33711509622103747,2.421178578245037,55.3674166869908,83.82146590909092,49.75201622247972,53.45951512113114
2025-09-06,3845,1440,1411,332048.9,199746.55,132302.35,6244299,143552,51853.1,141897.55,273.6529734962808,8.304070641075963,0.36121475144895226,2.298928991068493,60.1557632023476,86.35862158647595,36.74918497519489,42.73393165886109
2025-09-07,5009,2491,2339,376324.45,183087.68,193236.77,6304089,142422,54280.65,154271.83000000002,284.2114639378858,8.610387638880098,0.38112545814551124,2.259200338066293,48.65155054368643,75.12965661808744,23.206776400171012,40.994368024719094
2025-09-08,2751,919,907,298644.18,146421.48,152222.7,5604162,136588,49478.51,143104.78,289.2261306979535,8.828886459741884,0.36224639060532404,2.437260022105,49.02874048976947,108.55840785169029,54.551830209481814,47.91815464141977
2025-09-09,4410,2027,1974,312940.13,151560.16,161379.97,6526543,166717,52270.93,149701.66,286.39563137675185,8.008976574581673,0.3135308936701116,2.554445745626743,48.431040148158694,70.96148072562359,26.47970111448835,47.83715658327361
2025-09-10,2649,946,890,235893.29,141579.4,94313.89,5471387,135280,41299.16,114474.29,277.18309524939485,7.548206697862901,0.3052865168539326,2.4724992035840274,60.01840917136727,89.049939599849,46.40355056179776,48.527997553470044
2025-09-11,2545,1382,1407,266395.31,133847.87,132547.44,5333917,131211,44007.87,126456.73,287.35026257803435,8.250572702949821,0.3353977181791161,2.4599370406401153,50.244078996736086,104.67399214145382,31.277803837953094,47.46957819940599
2025-09-12,2624,966,894,263461.73,146803.98,116657.75,5769167,143018,45575.9,129264.66,283.62502989518583,7.8999099870050555,0.3186724747933827,2.479006067947071,55.72117817642813,100.40462271341462,50.97975391498882,49.063922870315935
