date,total_orders,new_orders,new_customers,total_revenue,gross_profit,COGS,tactic,state,campaign,impression,clicks,spend,attributed_revenue,channel,ROAS,CPM,CPC,CTR
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Non-Branded Search,CA,Google - Display - C07,172805,7156,1673.68,5449.0,Google,325.57000143396584,9.685367900234368,0.2338848518725545,4.141083880674748
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Non-Branded Search,CA,Google - Display - C08,217731,9083,1919.56,6451.6,Google,336.0978557586114,8.816199806182858,0.21133546185181107,4.171661361955808
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Non-Branded Search,CA,Google - Display - C09,124932,5996,584.63,1796.97,Google,307.3687631493423,4.679585694617872,0.09750333555703802,4.799410879518458
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Non-Branded Search,NY,Google - Non-Branded Search - C10,294394,14245,1191.83,3572.58,Google,299.7558376614115,4.048418106347277,0.08366654966654966,4.83875350720463
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Retargeting - C01,182920,3121,1447.52,5122.74,TikTok,353.8977008953244,7.913404767111306,0.463800064082025,1.7062103651869671
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Retargeting - C02,94431,1404,1033.46,3243.08,TikTok,313.80798482766625,10.944075568404445,0.7360826210826211,1.486799885630778
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Spark Ads,CA,TikTok - Retargeting - C03,103512,1270,968.99,2386.86,TikTok,246.3245234728945,9.361136873019554,0.762984251968504,1.2269108895586986
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Spark Ads,CA,TikTok - Spark Ads - C04,100475,1332,934.04,2322.18,TikTok,248.6167615947925,9.296242846479224,0.7012312312312312,1.3257029111719334
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Spark Ads,CA,TikTok - Spark Ads - C05,158525,1903,1004.83,2321.22,TikTok,231.00623986146908,6.338621668506545,0.5280241723594324,1.2004415707301688
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Spark Ads - C06,93218,1359,551.15,1401.22,TikTok,254.23568901388006,5.9124847132528044,0.40555555555555556,1.4578729429938424
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Retargeting - C07,220199,3618,1964.85,5637.21,TikTok,286.902817008932,8.923065045708654,0.5430762852404644,1.64305923278489
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Spark Ads - C08,138629,2259,1265.29,3705.61,TikTok,292.8664574919584,9.12716675443089,0.5601106684373617,1.6295291749922454
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Spark Ads - C09,244305,4046,1404.65,3956.43,TikTok,281.6666073399067,5.749575325924561,0.3471700444883836,1.656126563107591
2025-05-17,2173,772,761,224086.4,126119.02,97967.38,Retargeting,CA,TikTok - Retargeting - C10,126090,2146,647.3,2064.6,TikTok,318.95566198053456,5.133634705369181,0.3016309412861137,1.7019589182330084
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Asc,NY,Facebook - ASC - C01,167700,2635,1169.83,3317.04,Facebook,283.5488917193096,6.9757304710793075,0.4439582542694497,1.571258199165176
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Prospecting,NY,Facebook - Prospecting - C02,214040,2793,1575.7,4317.8,Facebook,274.0242431935013,7.361708091945431,0.5641604010025063,1.304896281068959
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Prospecting,NY,Facebook - Prospecting - C03,107831,1234,1337.6,3439.31,Facebook,257.1254485645933,12.404596080904378,1.0839546191247973,1.1443833405977872
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Asc,CA,Facebook - Prospecting - C04,137350,2189,1813.37,5700.86,Facebook,314.3793048302332,13.202548234437568,0.8284010963910461,1.5937386239534037
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Prospecting,NY,Facebook - ASC - C05,95873,1037,918.17,2165.55,Facebook,235.85501595565094,9.576940327308002,0.8854098360655738,1.0816392519270284
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Asc,NY,Facebook - ASC - C06,184673,2517,2483.4,6281.39,Facebook,252.93508899089957,13.447553242758822,0.9866507747318236,1.36294964613127
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Asc,NY,Facebook - ASC - C07,219970,3594,2742.29,7831.99,Facebook,285.6003559069245,12.466654543801429,0.7630189204229271,1.6338591626130838
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Asc,CA,Facebook - Prospecting - C08,187648,2972,2199.76,5539.56,Facebook,251.8256537076772,11.722800136425649,0.7401615074024227,1.5838165075034105
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Prospecting,CA,Facebook - Prospecting - C09,222080,2661,1875.65,4553.26,Facebook,242.75637778903314,8.445830331412104,0.7048665915069523,1.1982168587896254
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Prospecting,CA,Facebook - ASC - C10,150334,1665,1376.87,3234.12,Facebook,234.8892778548447,9.158739872550452,0.8269489489489489,1.1075338912022563
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,CA,Google - Display - C01,124627,5182,1155.82,4301.39,Google,372.15050786454646,9.274234315196546,0.2230451563103049,4.15800749436318
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,NY,Google - Non-Branded Search - C02,131395,5902,600.92,2194.86,Google,365.24995007654934,4.573385593059096,0.10181633344628939,4.49179953575098
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,CA,Google - Non-Branded Search - C03,219372,10293,1351.55,4566.64,Google,337.8816913913655,6.160995933847528,0.13130768483435343,4.692029976478311
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,NY,Google - Non-Branded Search - C04,192422,8105,1147.36,3363.37,Google,293.1399037791103,5.962727754622652,0.1415619987661937,4.212096329941483
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,CA,Google - Non-Branded Search - C05,258552,10824,1574.69,5908.79,Google,375.2351256437775,6.090418948606084,0.14548133776792313,4.186391905690151
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Display,CA,Google - Non-Branded Search - C06,145321,593,624.08,1047.4,Google,167.831047301628,4.294492881276622,1.0524114671163576,0.4080621520633632
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,CA,Google - Display - C07,120763,4975,868.78,2750.9,Google,316.63942540113726,7.194090905326963,0.17462914572864321,4.119639293492212
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,CA,Google - Display - C08,223755,10626,2014.52,6737.42,Google,334.44294422492703,9.003240151058076,0.18958403914925653,4.7489441576724545
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,CA,Google - Display - C09,267381,11195,1576.39,5020.69,Google,318.492885643781,5.895669475392792,0.14081196962929882,4.186909316667975
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Non-Branded Search,NY,Google - Non-Branded Search - C10,196940,9139,1277.69,4810.32,Google,376.48568901689765,6.487711993500559,0.13980632454316666,4.640499644561795
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Retargeting - C01,277408,4345,2645.03,7723.98,TikTok,292.01861604594274,9.53480072672742,0.6087525891829689,1.5662850386434422
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Retargeting - C02,169438,2920,1325.61,4170.41,TikTok,314.6030883894962,7.823569683305987,0.45397602739726023,1.7233442321084997
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Spark Ads,CA,TikTok - Retargeting - C03,119095,1549,1110.97,2718.01,TikTok,244.65197080029165,9.328435282757463,0.7172175597159458,1.30064234434695
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Spark Ads,CA,TikTok - Spark Ads - C04,211731,2804,1351.96,3176.05,TikTok,234.92189118021244,6.385271877996137,0.4821540656205421,1.3243218990133707
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Spark Ads,CA,TikTok - Spark Ads - C05,173756,2101,1392.79,3220.18,TikTok,231.20355545344236,8.015780750017266,0.6629176582579723,1.2091668776905544
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Spark Ads - C06,139695,2312,778.25,2025.34,TikTok,260.24285255380664,5.571065535631196,0.336613321799308,1.6550341816099359
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Retargeting - C07,115613,1793,762.15,2167.6,TikTok,284.40595683264445,6.592251736396426,0.4250697155605131,1.5508636572011798
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Spark Ads - C08,234099,3641,1941.9,5678.68,TikTok,292.429064318451,8.295208437455948,0.5333424883273826,1.5553248839166336
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Spark Ads - C09,114243,1762,602.41,2012.87,TikTok,334.1362195182683,5.273058305541696,0.3418898978433598,1.542326444508635
2025-05-18,2749,1275,1192,226582.57,128282.08,98300.49,Retargeting,CA,TikTok - Retargeting - C10,134082,2006,1363.66,3701.8,TikTok,271.4606280157811,10.170343521128862,0.679790628115653,1.4960994018585643
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Asc,NY,Facebook - ASC - C01,132781,2045,1775.26,5250.54,Facebook,295.7617475750031,13.36983453958021,0.8680977995110024,1.540129988477267
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Prospecting,NY,Facebook - Prospecting - C02,109150,1271,820.33,2332.67,Facebook,284.3575146587349,7.515620705451215,0.6454209284028325,1.1644525881814016
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Prospecting,NY,Facebook - Prospecting - C03,232649,2664,3465.87,7393.95,Facebook,213.33604549507052,14.897420577780261,1.3010022522522522,1.1450726201273163
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Asc,CA,Facebook - Prospecting - C04,107427,1732,997.11,2861.05,Facebook,286.9342399534655,9.28174481275657,0.5756986143187067,1.6122576261088923
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Prospecting,NY,Facebook - ASC - C05,158003,1740,1050.47,2348.57,Facebook,223.57325768465546,6.648418068011367,0.6037183908045978,1.101244913071271
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Asc,NY,Facebook - ASC - C06,134900,2138,1170.64,3598.32,Facebook,307.38057814528804,8.677835433654561,0.5475397567820394,1.5848776871756856
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Asc,NY,Facebook - ASC - C07,117020,1913,1012.36,2638.5,Facebook,260.62863013157374,8.651170740044437,0.5292002090956612,1.6347632883267817
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Asc,CA,Facebook - Prospecting - C08,120119,1896,1363.89,4008.97,Facebook,293.9364611515591,11.35449013062047,0.7193512658227849,1.5784347189037535
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Prospecting,CA,Facebook - Prospecting - C09,310877,3603,2549.62,6257.57,Facebook,245.4314760630996,8.201378680314079,0.7076380793782958,1.158979274761401
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Prospecting,CA,Facebook - ASC - C10,177628,2283,2090.79,5791.9,Facebook,277.0196911215378,11.770610489337265,0.91580814717477,1.2852703402616703
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,CA,Google - Display - C01,321754,14764,2864.57,9123.52,Google,318.4952715416276,8.902981781112278,0.19402397724193987,4.588598743139168
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,NY,Google - Non-Branded Search - C02,162016,6846,1346.07,4060.13,Google,301.6284442859584,8.308253505826585,0.1966213847502191,4.225508591744025
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,CA,Google - Non-Branded Search - C03,164903,7413,890.5,3180.4,Google,357.1476698483998,5.400144327271184,0.1201268042627816,4.495370005397112
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,NY,Google - Non-Branded Search - C04,109700,4969,1075.44,3035.74,Google,282.2788812021126,9.803463992707384,0.2164298651640169,4.529626253418414
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,CA,Google - Non-Branded Search - C05,261575,11375,930.61,3395.39,Google,364.8563845219802,3.557717671795852,0.08181186813186814,4.3486571728949635
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Display,CA,Google - Non-Branded Search - C06,113064,419,1126.5,1975.9,Google,175.40168664003554,9.963383570367226,2.68854415274463,0.370586570437982
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,CA,Google - Display - C07,124256,5536,867.8,2674.53,Google,308.19658907582397,6.983968580994077,0.1567557803468208,4.455318053051764
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,CA,Google - Display - C08,94755,4198,740.56,2351.56,Google,317.5380792913471,7.815524246741597,0.17640781324440208,4.430373067384307
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,CA,Google - Display - C09,138291,6626,1015.87,3443.19,Google,338.9400218531899,7.345886572517373,0.15331572592816178,4.791345785336717
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Non-Branded Search,NY,Google - Non-Branded Search - C10,189554,8819,1227.48,3803.35,Google,309.8502623260664,6.475621722569822,0.13918584873568432,4.652500079133123
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Retargeting - C01,165423,2821,1758.43,6039.97,TikTok,343.4865192245355,10.62990031615918,0.623335696561503,1.7053251361660713
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Retargeting - C02,188296,3130,1231.54,3614.5,TikTok,293.4943241794826,6.540446955856736,0.39346325878594246,1.6622764158558865
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Spark Ads,CA,TikTok - Retargeting - C03,147685,1820,1699.95,3800.7,TikTok,223.5771640342363,11.510647662254122,0.9340384615384616,1.2323526424484543
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Spark Ads,CA,TikTok - Spark Ads - C04,156873,2167,860.16,1817.95,TikTok,211.3502139136905,5.483161538314432,0.3969358560221504,1.3813721927928961
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Spark Ads,CA,TikTok - Spark Ads - C05,90211,1061,649.74,1359.12,TikTok,209.17905623787973,7.202447595082639,0.6123845428840716,1.1761315138952013
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Spark Ads - C06,67899,1019,308.9,864.84,TikTok,279.9741016510198,4.549404262212993,0.3031403336604514,1.5007584795063256
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Retargeting - C07,244192,3966,1802.41,4622.18,TikTok,256.44442718360415,7.38111813654829,0.4544654563792234,1.624131830690604
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Spark Ads - C08,143304,2394,1546.66,5000.19,TikTok,323.2895400411208,10.792859934126055,0.6460568086883877,1.6705744431418523
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Spark Ads - C09,168060,2829,972.48,2960.39,TikTok,304.4165432708128,5.786504819707248,0.34375397667020147,1.6833273830774722
2025-05-19,2060,1012,960,203540.86,100212.05,103328.81,Retargeting,CA,TikTok - Retargeting - C10,115823,1934,726.03,1863.77,TikTok,256.70702312576617,6.268444091415349,0.37540330920372283,1.6697892473860978
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Asc,NY,Facebook - ASC - C01,115201,1634,987.1,2409.58,Facebook,244.10698004254888,8.568502009531167,0.6041003671970624,1.4183904653605437
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Prospecting,NY,Facebook - Prospecting - C02,169409,1876,1050.86,2967.2,Facebook,282.35921055135793,6.203094286608149,0.5601599147121534,1.1073791829241657
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Prospecting,NY,Facebook - Prospecting - C03,160577,1791,1724.63,4152.58,Facebook,240.7809211251109,10.740205633434428,0.9629424902289224,1.1153527591124508
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Asc,CA,Facebook - Prospecting - C04,171249,2551,1101.28,3477.94,Facebook,315.8088769431934,6.430869669311937,0.4317052136417091,1.4896437351458987
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Prospecting,NY,Facebook - ASC - C05,63812,841,384.73,814.22,Facebook,211.63413302835755,6.029116780542845,0.4574673008323425,1.3179339309220837
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Asc,NY,Facebook - ASC - C06,110855,1648,654.14,1780.5,Facebook,272.18943956951114,5.900861485724596,0.3969296116504854,1.4866266744846872
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Asc,NY,Facebook - ASC - C07,236486,3572,1727.89,5497.99,Facebook,318.1909728049818,7.3065213162724225,0.48373180291153417,1.5104488214947185
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Asc,CA,Facebook - Prospecting - C08,250350,3431,2696.2,7495.04,Facebook,277.9853126622654,10.76972238865588,0.7858350335179247,1.3704813261433992
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Prospecting,CA,Facebook - Prospecting - C09,198156,2571,2521.79,6238.82,Facebook,247.39649217420956,12.726286360241424,0.9808595877090626,1.2974626052201297
2025-05-20,1791,910,908,188081.24,115962.11,72119.13,Prospecting,CA,Facebook - ASC - C10,166459,1845,1879.53,4580.58,Facebook,243.70879954031062,11.291248896124571,1.0187154471544715,1.108381042779303
