date,channel,impression,clicks,spend,attributed revenue,CTR,CPC,CPM,ROAS,orders,new_orders,new customers,total_revenue,gross_profit,COGS,CAC,Gross Margin
2025-05-26,Facebook,1644416,22111,17864.7,44773.07,0.013446110959757143,0.8079553163583737,10.863856834280378,2.5062312829210676,3820,1330,1271,270095.08,159451.57,110643.51,14.05562549173879,0.5903534784861686
2025-05-26,Google,2044846,85942,15042.199999999999,45460.51,0.042028592862249775,0.17502734402271297,7.3561529816915305,3.0221982156865357,3820,1330,1271,270095.08,159451.57,110643.51,11.834933123524783,0.5903534784861686
2025-05-26,TikTok,1272066,19509,8944.52,25378.670000000002,0.015336468390791044,0.4584817263826952,7.0314905044235125,2.8373428646813914,3820,1330,1271,270095.08,159451.57,110643.51,7.0373878835562556,0.5903534784861686
2025-05-27,Facebook,1473003,19623,15354.36,40557.05,0.013321765128787926,0.7824675126127504,10.423848423933965,2.641402832811006,2138,1122,1142,208047.23,113217.2,94830.03,13.445148861646235,0.544189893804402
2025-05-27,Google,2059053,82161,12996.69,38303.0,0.03990232402954173,0.15818563552050244,6.311974485358076,2.9471350012964836,2138,1122,1142,208047.23,113217.2,94830.03,11.380639229422068,0.544189893804402
2025-05-27,TikTok,1293611,19181,9171.33,25628.67,0.014827486779255897,0.4781466034096241,7.089712440602313,2.7944333046570127,2138,1122,1142,208047.23,113217.2,94830.03,8.030936952714535,0.544189893804402
2025-05-28,Facebook,2195486,28650,22933.64,60103.03,0.013049502479177731,0.8004760907504362,10.445814730770318,2.620736612242976,2895,1326,1271,285303.34,142558.79,142744.55,18.04377655389457,0.49967445176071196
2025-05-28,Google,1933361,79491,11975.720000000001,35330.2,0.0411154461065471,0.15065504270923755,6.194249289191207,2.95015247517477,2895,1326,1271,285303.34,142558.79,142744.55,9.422281667977972,0.49967445176071196
2025-05-28,TikTok,1380454,20748,11276.07,30980.0,0.015029838009814162,0.5434774436090225,8.16837793943152,2.747411110431205,2895,1326,1271,285303.34,142558.79,142744.55,8.871809598741148,0.49967445176071196
2025-05-29,Facebook,1889969,26086,17945.64,51222.71,0.01380234278974946,0.6879414245188991,9.4952033604784,2.854326176163124,3396,1580,1463,280842.28,166797.62,114044.66,12.26632946001367,0.5939191919393333
2025-05-29,Google,2245351,91001,14678.01,45382.84,0.040528630044923936,0.16129504071383832,6.537067033172097,3.0918932471091107,3396,1580,1463,280842.28,166797.62,114044.66,10.032816131237183,0.5939191919393333
2025-05-29,TikTok,1398315,20832,11936.75,33013.47,0.014897930723763959,0.5730006720430108,8.536524316766966,2.765700043981821,3396,1580,1463,280842.28,166797.62,114044.66,8.159090909090908,0.5939191919393333
2025-05-30,Facebook,1881567,25882,21853.42,56279.19,0.0137555558744387,0.8443481956572134,11.614478782844298,2.5753035451659287,3695,1364,1272,262078.97,152352.5,109726.47,17.180361635220123,0.5813228737887668
2025-05-30,Google,2119787,82834,13900.16,42726.52,0.039076567598537025,0.1678074220730618,6.557338072174233,3.0738149776693215,3695,1364,1272,262078.97,152352.5,109726.47,10.927798742138364,0.5813228737887668
2025-05-30,TikTok,1294821,20018,11223.81,30421.31,0.015460052007188639,0.560685882705565,8.668232906324503,2.710426316910212,3695,1364,1272,262078.97,152352.5,109726.47,8.82375,0.5813228737887668
2025-05-31,Facebook,1970971,26014,19538.88,48808.11,0.013198570653753912,0.7510909510263705,9.91332698451677,2.497999373556724,2839,1143,1124,311053.4,191986.06,119067.34,17.38334519572954,0.6172125429267129
2025-05-31,Google,2181961,96753,14261.39,45057.53,0.04434222243202331,0.14739997726168697,6.536042578212902,3.1594066216546914,2839,1143,1124,311053.4,191986.06,119067.34,12.688069395017793,0.6172125429267129
2025-05-31,TikTok,1367170,21085,10986.25,31537.89,0.015422368834892515,0.521045767133033,8.03576000058515,2.870669245647969,2839,1143,1124,311053.4,191986.06,119067.34,9.774243772241993,0.6172125429267129
2025-06-01,Facebook,1550987,21220,14544.8,37540.74,0.013681610484162665,0.6854288407163054,9.377770413291664,2.581042021890985,2571,1279,1226,255879.74,135261.16,120618.58,11.863621533442087,0.5286122301046577
2025-06-01,Google,2656182,115515,19515.7,62804.29,0.04348911332130102,0.16894515863740642,7.347275149067347,3.2181418037784963,2571,1279,1226,255879.74,135261.16,120618.58,15.918189233278957,0.5286122301046577
2025-06-01,TikTok,1529877,24316,11330.96,33275.68,0.015894088217549514,0.46598782694522123,7.406451629771543,2.9367043922138993,2571,1279,1226,255879.74,135261.16,120618.58,9.242218597063621,0.5286122301046577
2025-06-02,Facebook,1875244,25943,19793.6,51274.130000000005,0.013834466341446767,0.7629649616466869,10.555213081604313,2.5904398391399246,3118,1242,1205,307232.77,148210.99,159021.78,16.42622406639004,0.48240618993865786
2025-06-02,Google,2431267,103246,14527.65,44815.15,0.0424659241457232,0.1407090831606067,5.975341252112582,3.084817572009238,3118,1242,1205,307232.77,148210.99,159021.78,12.056141078838174,0.48240618993865786
2025-06-02,TikTok,1599696,23795,11786.550000000001,33248.4,0.014874701193226713,0.4953372557259929,7.367993668797072,2.820876337859679,3118,1242,1205,307232.77,148210.99,159021.78,9.78136929460581,0.48240618993865786
2025-06-03,Facebook,1763014,24590,18187.96,49315.66,0.013947705463484691,0.7396486376575844,10.316401344515699,2.711445373752747,3281,1413,1428,347768.64,210208.71,137559.93,12.736666666666666,0.604449872190891
2025-06-03,Google,2230394,95081,16903.6,51394.229999999996,0.04262968784887334,0.1777810498417139,7.578750660197256,3.0404310324427932,3281,1413,1428,347768.64,210208.71,137559.93,11.837254901960783,0.604449872190891
2025-06-03,TikTok,1899100,28321,16141.08,43975.7,0.014912853456900637,0.5699332650683239,8.49933126217682,2.7244583385993995,3281,1413,1428,347768.64,210208.71,137559.93,11.30327731092437,0.604449872190891
2025-06-04,Facebook,2077409,27733,20694.75,53614.32,0.013349802566562482,0.7462138968016443,9.961808194727181,2.5907208349943827,3178,1486,1395,326038.67,187910.1,138128.57,14.834946236559139,0.5763429841006283
2025-06-04,Google,2306978,99256,12344.24,40566.11,0.043024250773089294,0.12436769565567825,5.350826925961149,3.286237953895906,3178,1486,1395,326038.67,187910.1,138128.57,8.848917562724013,0.5763429841006283
2025-06-04,TikTok,1679443,26453,13785.98,39014.29,0.015751055558301176,0.5211499640872491,8.208662038544922,2.82999757724877,3178,1486,1395,326038.67,187910.1,138128.57,9.8824229390681,0.5763429841006283
2025-06-05,Facebook,1828871,25849,19877.809999999998,51215.65,0.014133856351814862,0.7689972532786568,10.868896712780725,2.5765237719849425,3256,1347,1363,264534.4,140613.06,123921.34,14.583866471019807,0.5315492427449888
2025-06-05,Google,2060287,86394,13247.17,40585.67,0.04193299283061049,0.153334375072343,6.429769250594699,3.0637237991208686,3256,1347,1363,264534.4,140613.06,123921.34,9.719126925898752,0.5315492427449888
2025-06-05,TikTok,1632773,24671,14258.560000000001,41430.11,0.015109877490624845,0.5779481982894897,8.732726472081547,2.9056307228780462,3256,1347,1363,264534.4,140613.06,123921.34,10.461159207630228,0.5315492427449888
2025-06-06,Facebook,2106135,27672,23023.78,59690.92,0.013138758911465789,0.8320244290257299,10.931768381419044,2.5925768922392414,2941,1080,1016,294622.51,150806.04,143816.47,22.661200787401572,0.5118619076322444
2025-06-06,Google,2389551,94437,16026.64,46411.020000000004,0.03952081374283286,0.1697072122155511,6.706967124786204,2.8958671312265083,2941,1080,1016,294622.51,150806.04,143816.47,15.774251968503936,0.5118619076322444
2025-06-06,TikTok,1463636,22109,12749.84,36654.36,0.01510553170323769,0.5766809896422271,8.711072971695149,2.8748878417297785,2941,1080,1016,294622.51,150806.04,143816.47,12.549055118110237,0.5118619076322444
2025-06-07,Facebook,2137730,29275,19443.52,51955.67,0.013694432879736916,0.6641680614859095,9.09540493888377,2.6721329265482794,3588,1642,1592,312361.94,183159.55,129202.39,12.213266331658291,0.5863696134042451
2025-06-07,Google,2475095,93205,15202.73,44811.58,0.03765714043299348,0.16311067002843194,6.142281407380323,2.947600858530014,3588,1642,1592,312361.94,183159.55,129202.39,9.54945351758794,0.5863696134042451
2025-06-07,TikTok,1242993,18515,10125.51,29485.61,0.014895498204736471,0.5468814474750202,8.146071619067847,2.9120123332059324,3588,1642,1592,312361.94,183159.55,129202.39,6.360244974874372,0.5863696134042451
2025-06-08,Facebook,2159143,29714,19597.98,51055.9,0.01376194165926018,0.6595537457090933,9.076740169595066,2.6051613482614027,2351,1166,1108,238539.55,123202.23,115337.32,17.687707581227436,0.5164855471555975
2025-06-08,Google,2681840,112855,15928.72,48310.4,0.04208118306834114,0.1411432368969031,5.93947439071682,3.0329116212727705,2351,1166,1108,238539.55,123202.23,115337.32,14.37610108303249,0.5164855471555975
2025-06-08,TikTok,1642063,24882,10991.53,31779.57,0.01515288999264949,0.4417462422634837,6.693732213684859,2.8912781023206047,2351,1166,1108,238539.55,123202.23,115337.32,9.92015342960289,0.5164855471555975
2025-06-09,Facebook,2021627,27315,19312.14,51243.22,0.013511394535193682,0.7070159253157605,9.552771109606272,2.65342007669787,4688,1446,1416,332386.4,164252.25,168134.15,13.638516949152542,0.4941605613226052
2025-06-09,Google,2390761,101934,17829.22,55818.86,0.04263663327283656,0.17490945121353033,7.4575501273443905,3.1307516537459295,4688,1446,1416,332386.4,164252.25,168134.15,12.591257062146893,0.4941605613226052
2025-06-09,TikTok,1762025,26910,15541.65,46273.61,0.015272201018714264,0.5775418060200669,8.82033455824974,2.977393648679516,4688,1446,1416,332386.4,164252.25,168134.15,10.975741525423729,0.4941605613226052
2025-06-10,Facebook,1978585,27447,19202.17,53349.479999999996,0.013872034812757603,0.6996090647429591,9.705001301435116,2.778304743682615,2844,1560,1491,279947.9,138358.0,141589.9,12.878718980549966,0.4942276759354151
2025-06-10,Google,1616004,69277,10381.06,31959.3,0.04286932458087975,0.14984857889342781,6.423907366565924,3.0786162492076916,2844,1560,1491,279947.9,138358.0,141589.9,6.9624815560026825,0.4942276759354151
2025-06-10,TikTok,1459745,21530,11286.08,30626.829999999998,0.014749151392880263,0.5242025081281932,7.7315421529102695,2.713681809804644,2844,1560,1491,279947.9,138358.0,141589.9,7.5694701542588865,0.4942276759354151
2025-06-11,Facebook,1610079,22446,17013.56,44244.76,0.013940930848734752,0.7579773679051948,10.5669100708723,2.6005586132473155,2503,1115,1066,266579.13,134311.89,132267.24,15.96018761726079,0.5038349776293441
2025-06-11,Google,3103060,130189,19819.89,59644.11,0.04195503793030106,0.15223935970012828,6.387208110703628,3.0093058034126328,2503,1115,1066,266579.13,134311.89,132267.24,18.59276735459662,0.5038349776293441
2025-06-11,TikTok,1887816,27356,14669.86,41314.37,0.01449081902049776,0.5362574937856412,7.7708102908334284,2.8162756836125227,2503,1115,1066,266579.13,134311.89,132267.24,13.761594746716698,0.5038349776293441
2025-06-12,Facebook,1843773,24458,17842.25,48411.04,0.013265190454573313,0.729505683212037,9.677031825501295,2.71328111645112,3226,1409,1434,245632.45,122339.86,123292.59,12.442294281729428,0.4980606593306381
2025-06-12,Google,2168606,90047,14601.02,46848.91,0.04152298757819539,0.16214887780825568,6.732905839050523,3.2086052892195203,3226,1409,1434,245632.45,122339.86,123292.59,10.182022315202232,0.4980606593306381
2025-06-12,TikTok,1441919,22237,12366.92,32735.22,0.015421809408156769,0.556141565858704,8.576709232626797,2.6469986059584762,3226,1409,1434,245632.45,122339.86,123292.59,8.624072524407252,0.4980606593306381
2025-06-13,Facebook,2003913,27855,20376.36,50670.45,0.013900304055116166,0.7315153473344104,10.168285748932215,2.486727266302715,3794,1442,1439,280759.18,173768.89,106990.29,14.16008339124392,0.6189250517115772
2025-06-13,Google,2226653,96057,16996.62,52094.96,0.04313963603668825,0.1769430650551235,7.63325942569408,3.0650188096221487,3794,1442,1439,280759.18,173768.89,106990.29,11.811410701876301,0.6189250517115772
2025-06-13,TikTok,1727674,26089,13108.62,37794.01,0.015100649775362712,0.5024577408103033,7.587438370896362,2.8831417799890455,3794,1442,1439,280759.18,173768.89,106990.29,9.109534398888117,0.6189250517115772
2025-06-14,Facebook,1805376,24181,18749.71,48464.21,0.01339388581658336,0.7753901823745916,10.385487566025027,2.584797844873334,2849,1407,1366,254952.68,125791.92,129160.76,13.72599560761347,0.4933932053587356
2025-06-14,Google,2354833,93831,16740.989999999998,51203.4,0.03984613770912842,0.17841640822329505,7.109204771633486,3.058564636858394,2849,1407,1366,254952.68,125791.92,129160.76,12.255483162518301,0.4933932053587356
2025-06-14,TikTok,1498004,22754,10599.26,30058.26,0.015189545555285566,0.4658196361079371,7.075588583208056,2.8358828823899023,2849,1407,1366,254952.68,125791.92,129160.76,7.759341142020498,0.4933932053587356
2025-06-15,Facebook,1884583,24918,18580.24,47109.35,0.013222023121295268,0.7456553495465126,9.859072272221495,2.5354543321291865,3837,1909,1940,273449.33,154000.52,119448.81,9.577443298969072,0.5631775364013508
2025-06-15,Google,1980315,82514,14625.23,45414.54,0.04166710851556444,0.17724543713794022,7.385304863115211,3.105218858096591,3837,1909,1940,273449.33,154000.52,119448.81,7.5387783505154635,0.5631775364013508
2025-06-15,TikTok,1439541,22060,11391.62,30806.76,0.01532432907433689,0.5163925657298277,7.913369608785024,2.7043352920831274,3837,1909,1940,273449.33,154000.52,119448.81,5.871969072164949,0.5631775364013508
2025-06-16,Facebook,1984820,26938,19931.45,45801.29,0.0135720115677996,0.7399008835102829,10.041943350026703,2.297940691720873,3112,1406,1413,246546.12,146123.4,100422.72,14.105767869780609,0.5926818073632633
2025-06-16,Google,1759692,76935,11378.17,37287.62,0.043720719307697026,0.1478932865405862,6.466000868333777,3.2771192555569133,3112,1406,1413,246546.12,146123.4,100422.72,8.052491153573957,0.5926818073632633
2025-06-16,TikTok,1391870,21489,10596.72,30439.29,0.015438941855201994,0.49312299315929076,7.613297218849461,2.8725199873168306,3112,1406,1413,246546.12,146123.4,100422.72,7.4994479830148615,0.5926818073632633
2025-06-17,Facebook,1977295,26602,19362.98,51031.44,0.013453733509668511,0.727876851364559,9.792661186115375,2.6355158141980213,2754,828,796,268478.64,155613.89,112864.75,24.325351758793968,0.579613670569845
2025-06-17,Google,1872428,79101,12998.95,41143.45,0.042245149079163526,0.1643335735325723,6.9422963125951975,3.165136414864277,2754,828,796,268478.64,155613.89,112864.75,16.3303391959799,0.579613670569845
2025-06-17,TikTok,1265864,19447,10033.23,28175.25,0.015362629792773948,0.5159268781817247,7.925993629647418,2.808193373420125,2754,828,796,268478.64,155613.89,112864.75,12.604560301507536,0.579613670569845
2025-06-18,Facebook,1576599,21583,14182.36,37535.36,0.013689593866290668,0.6571079090024556,8.995540400571103,2.6466229879935357,2350,948,933,205892.84,111708.52,94184.32,15.200814576634514,0.5425566037167684
2025-06-18,Google,2016607,86785,14826.369999999999,44296.86,0.04303515756912477,0.17084023736820877,7.352136534287543,2.987707712676805,2350,948,933,205892.84,111708.52,94184.32,15.891071811361199,0.5425566037167684
2025-06-18,TikTok,1436919,21022,10642.17,29126.26,0.014629913029196496,0.5062396536961279,7.406242105504902,2.7368722732299897,2350,948,933,205892.84,111708.52,94184.32,11.406398713826366,0.5425566037167684
2025-06-19,Facebook,1360823,18235,13354.41,34858.14,0.013399979277246196,0.732350425006855,9.8134805187743,2.610234372016435,3329,1745,1642,252292.39,135610.52,116681.87,8.133014616321558,0.5375133193672627
2025-06-19,Google,2246642,96462,14585.59,44013.2,0.04293607971363484,0.15120555244552258,6.4921736529451515,3.0175810508865255,3329,1745,1642,252292.39,135610.52,116681.87,8.882819732034104,0.5375133193672627
2025-06-19,TikTok,1210604,17705,10278.23,28628.43,0.01462493102616545,0.5805269697825473,8.490166891898589,2.7853463096272413,3329,1745,1642,252292.39,135610.52,116681.87,6.2595797807551765,0.5375133193672627
2025-06-20,Facebook,1708920,24007,16498.93,43998.05,0.014048053741544367,0.6872549673012038,9.654594714790628,2.666721417691935,2352,1050,1029,238838.78,140053.87,98784.91,16.033945578231293,0.5863950150808842
2025-06-20,Google,1767795,74684,11194.77,31827.28,0.04224697999485234,0.14989515826683092,6.3326177526240315,2.843049030931408,2352,1050,1029,238838.78,140053.87,98784.91,10.87927113702624,0.5863950150808842
2025-06-20,TikTok,1185619,17412,10418.17,28465.49,0.014685999465258233,0.5983327590167701,8.787114578966769,2.732292715515297,2352,1050,1029,238838.78,140053.87,98784.91,10.124557823129251,0.5863950150808842
2025-06-21,Facebook,1561667,21346,17520.079999999998,44413.67,0.013668727071776505,0.8207664199381616,11.218832183813834,2.535015251071913,2642,1314,1325,193739.26,101995.71,91743.55,13.222701886792452,0.5264586537596975
2025-06-21,Google,1610433,69854,10944.34,30536.44,0.04337591194417899,0.1566744925129556,6.795898991140892,2.790158200494502,2642,1314,1325,193739.26,101995.71,91743.55,8.259879245283019,0.5264586537596975
2025-06-21,TikTok,1256031,19137,9945.17,27351.86,0.01523608891818753,0.5196828133981293,7.917933554187755,2.7502657068707723,2642,1314,1325,193739.26,101995.71,91743.55,7.505788679245283,0.5264586537596975
2025-06-22,Facebook,1694355,23666,16651.55,41656.33,0.013967556975958403,0.7036064396180174,9.827663034015893,2.50164879545748,2629,1324,1237,204623.63,110598.24,94025.39,13.461236863379142,0.5404959339251288
2025-06-22,Google,2142436,92815,13598.78,39570.68,0.04332218091929001,0.14651489522167754,6.3473447981643325,2.909869855972374,2629,1324,1237,204623.63,110598.24,94025.39,10.993354890864996,0.5404959339251288
2025-06-22,TikTok,1312919,20016,9335.960000000001,27163.47,0.015245418795828226,0.46642486011191053,7.110842329191671,2.909552954382838,2629,1324,1237,204623.63,110598.24,94025.39,7.5472594987873896,0.5404959339251288
2025-06-23,Facebook,1736733,23673,14888.76,37603.33,0.01363076535080522,0.6289342288683311,8.572854894793846,2.5256186546092487,2678,1088,1013,224725.49,124066.35,100659.14,14.697690029615005,0.5520795616020239
2025-06-23,Google,1582123,63727,11066.67,32916.090000000004,0.04027942201712509,0.1736574764228663,6.994822779265582,2.9743445860407878,2678,1088,1013,224725.49,124066.35,100659.14,10.924649555774925,0.5520795616020239
2025-06-23,TikTok,1629899,24932,15179.230000000001,41478.12,0.015296653350913155,0.6088252045563934,9.312988105397944,2.7325575803252207,2678,1088,1013,224725.49,124066.35,100659.14,14.984432379072064,0.5520795616020239
2025-06-24,Facebook,1653992,22541,15737.04,39331.44,0.01362824003985509,0.6981518122532275,9.514580481646828,2.4992908450382028,2789,1036,1008,223036.6,118532.52,104504.08,15.612142857142858,0.531448739803243
2025-06-24,Google,1605565,68460,9858.34,29965.54,0.04263919554798466,0.1440014607069822,6.140106442280443,3.039613160024913,2789,1036,1008,223036.6,118532.52,104504.08,9.780099206349206,0.531448739803243
2025-06-24,TikTok,1505915,23051,11992.62,34571.43,0.01530697283711232,0.5202646306017092,7.96367656873064,2.8827253761063054,2789,1036,1008,223036.6,118532.52,104504.08,11.897440476190477,0.531448739803243
2025-06-25,Facebook,1658971,23097,15734.609999999999,42196.87,0.013922485685403784,0.6812404208338745,9.484560007378066,2.6817868380595393,2076,1068,1022,226634.34,120591.38,106042.96,15.395900195694715,0.532096680494227
2025-06-25,Google,2063561,88788,14450.46,47036.8,0.04302659335003908,0.16275239897283417,7.002681287347453,3.255038247917368,2076,1068,1022,226634.34,120591.38,106042.96,14.139393346379647,0.532096680494227
2025-06-25,TikTok,1080890,16050,8081.62,22469.68,0.014848874538574693,0.5035277258566978,7.4768200279399375,2.780343544982318,2076,1068,1022,226634.34,120591.38,106042.96,7.907651663405088,0.532096680494227
2025-06-26,Facebook,1461734,19538,13797.25,36198.229999999996,0.01336631699064262,0.7061751458695875,9.438960850606199,2.623582960372538,3659,1354,1292,258581.26,130668.26,127913.0,10.678986068111454,0.5053276482603573
2025-06-26,Google,2079988,85728,15417.36,46005.64,0.041215622397821526,0.1798404255319149,7.412235070586947,2.984015421576716,3659,1354,1292,258581.26,130668.26,127913.0,11.932941176470589,0.5053276482603573
2025-06-26,TikTok,1276814,18938,9802.369999999999,27582.26,0.01483223084959908,0.5176032315978455,7.677210619557742,2.813835837659668,3659,1354,1292,258581.26,130668.26,127913.0,7.586973684210525,0.5053276482603573
2025-06-27,Facebook,1445469,19381,14267.710000000001,36102.32,0.013408104912661565,0.736169960270368,9.870644060854989,2.530351401871779,2453,751,711,184223.58,108267.23,75956.35,20.067102672292545,0.5876947456997633
2025-06-27,Google,1658618,66652,10039.64,28063.48,0.040185262670488324,0.1506277381023825,6.053015221105764,2.79526755939456,2453,751,711,184223.58,108267.23,75956.35,14.120450070323487,0.5876947456997633
2025-06-27,TikTok,1264359,19205,11945.550000000001,32975.26,0.015189515003254614,0.6220020827909399,9.4479099686086,2.760463938454069,2453,751,711,184223.58,108267.23,75956.35,16.801054852320675,0.5876947456997633
2025-06-28,Facebook,1785053,23356,17947.2,45216.45,0.013084205342922591,0.7684192498715534,10.054155254773947,2.5194152848355174,3930,1849,1846,307475.24,149606.21,157869.03,9.722210184182016,0.4865634384088943
2025-06-28,Google,2088261,86547,14417.68,49269.83,0.041444532077168514,0.166587865552821,6.904156137570927,3.4173202623445658,3930,1849,1846,307475.24,149606.21,157869.03,7.8102275189599135,0.4865634384088943
2025-06-28,TikTok,1809910,27333,12694.98,38506.369999999995,0.015101855893386964,0.4644561519042915,7.014149874855655,3.0331965863672092,3930,1849,1846,307475.24,149606.21,157869.03,6.877020585048754,0.4865634384088943
